證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"6192","巨路","41,100","3,046,600","73.60","74.30","73.60","74.30","+0.90","31"
"6196","帆宣","419,285","20,630,212","48.50","49.75","48.50","49.65","+1.15","178"
"6197","佳必琪","83,378","2,481,159","29.75","30.30","29.60","29.80","+0.20","74"
"6201","亞弘電","66,100","2,326,730","35.20","35.30","35.05","35.05","-0.15","33"
"6202","盛群","753,410","49,985,403","66.40","66.90","66.00","66.10","-0.20","611"
"6205","詮欣","19,000","511,800","27.20","27.20","26.75","27.00","+0.40","12"
"6206","飛捷","61,289","4,944,550","80.20","81.00","80.20","81.00","+0.20","64"
"6209","今國光","301,903","8,779,843","29.30","29.35","28.90","28.95","+0.05","219"
"6213","聯茂","8,557,978","786,711,212","88.00","94.60","87.20","94.60","+8.60","5,803"
"6214","精誠","595,516","43,866,718","73.90","74.10","73.40","73.60","+0.50","480"
"6215","和椿","259,165","4,249,421","16.10","16.50","16.10","16.50","+0.40","114"
"6216","居易","44,748","1,266,316","28.50","28.50","28.20","28.20","-0.20","42"
"6224","聚鼎","66,002","3,650,022","55.60","55.60","55.10","55.30","-0.30","58"
"6225","天瀚","7,190","21,077","2.86","2.99","2.86","2.99","-0.09","4"
"6226","光鼎","145,751","1,139,859","7.94","7.94","7.78","7.78","-0.04","32"
"6230","超眾","6,033,910","1,019,288,200","162.00","173.50","162.00","170.00","+11.50","4,569"
"6235","華孚","265,253","3,116,894","11.70","11.85","11.65","11.75","+0.05","122"
"6239","力成","1,252,630","93,576,381","74.40","75.20","74.10","75.20","+1.10","739"
"6243","迅杰","48,145","443,910","9.30","9.30","9.15","9.17","-0.08","44"
"6251","定穎","218,733","1,983,465","9.03","9.13","9.01","9.13","+0.13","97"
"6257","矽格","453,055","13,093,847","28.90","28.95","28.80","28.95","+0.45","254"
"6269","台郡","2,613,927","204,928,105","77.80","79.10","77.50","79.10","+1.80","1,791"
"6271","同欣電","712,087","72,615,374","102.00","102.50","101.00","101.50"," 0.00","467"
"6277","宏正","101,350","9,130,973","90.20","90.30","89.80","89.80","-0.30","89"
"6278","台表科","6,895,374","370,460,080","53.20","54.30","52.90","53.90","+1.60","4,023"
"6281","全國電","164,706","10,790,741","65.60","65.70","65.30","65.50"," 0.00","70"
"6282","康舒","754,013","14,705,701","19.50","19.65","19.30","19.40","+0.10","418"
"6283","淳安","106,468","3,728,136","34.50","35.20","34.50","34.90","+0.40","90"
"6285","啟碁","1,058,614","74,279,783","70.00","70.50","69.80","70.50","+1.40","759"
"6288","聯嘉","179,009","3,096,470","17.45","17.45","17.25","17.25"," 0.00","104"
"6289","華上","17,891","10,914","0.60","0.62","0.60","0.62","+0.01","17"
"6405","悅城","13,000","184,650","14.10","14.25","14.10","14.25","+0.15","7"
"6409","旭隼","306,100","179,297,100","582.00","589.00","582.00","585.00"," 0.00","82"
"6412","群電","280,020","13,521,166","48.10","48.60","47.60","48.15","+0.60","117"
"6414","樺漢","534,721","112,403,930","208.00","213.00","206.50","213.00","+7.50","497"
"6415","矽力-KY","500,713","218,892,007","450.00","451.00","421.50","439.50","-11.50","493"
"6416","瑞祺電通","85,000","6,250,900","74.00","74.10","73.00","73.40","+0.50","69"
"6431","光麗-KY","52,000","1,412,250","27.25","27.25","27.00","27.10","-0.10","35"
"6442","光聖","10,200","392,190","38.45","38.50","38.45","38.45"," 0.00","11"
"6443","元晶","1,060,926","6,410,100","6.09","6.12","6.01","6.03","-0.05","300"
"6449","鈺邦","169,006","4,651,630","27.70","27.70","27.40","27.45","-0.25","130"
"6451","訊芯-KY","2,451,224","232,901,588","92.80","97.00","91.60","96.30","+6.50","1,972"
"6452","康友-KY","217,222","46,639,618","215.50","215.50","214.00","215.00","+1.50","196"
"6456","GIS-KY","2,320,271","231,391,914","99.50","100.50","99.00","99.40","+1.30","1,591"
"6464","台數科","15,050","1,617,875","107.00","108.00","107.00","108.00","+1.00","11"
"6477","安集","465,218","10,872,501","23.15","23.55","23.15","23.55","+0.60","228"
"6504","南六","15,000","2,438,000","162.00","163.00","161.00","162.50","+3.00","14"
"6505","台塑化","1,392,829","160,777,664","115.00","116.00","114.50","116.00","+1.00","944"
"6525","捷敏-KY","72,432","4,844,227","67.10","67.40","66.50","67.10","+0.80","72"
"6531","愛普","37,009","1,364,356","37.00","37.40","36.70","36.70","+0.15","25"
"6533","晶心科","1,031,602","106,818,710","102.00","106.00","100.50","106.00","+5.00","823"
"6541","泰福-KY","78,000","5,865,900","76.00","76.00","74.30","74.80","+0.10","51"
"6552","易華電","6,580,170","585,216,551","89.50","90.60","87.30","89.30","+1.80","4,539"
"6558","興能高","898,121","52,171,314","58.80","58.80","57.60","58.10","+0.60","701"
"6573","虹揚-KY","24,000","582,150","24.05","24.70","24.05","24.10","+0.10","9"
"6579","研揚","140,003","11,456,147","81.50","82.30","81.40","81.40","+0.60","97"
"6581","鋼聯","2,000","189,200","94.60","94.60","94.60","94.60","+0.30","2"
"6582","申豐","21,000","1,126,000","54.00","54.00","53.50","53.50","-0.30","19"
"6591","動力-KY","146,100","6,176,970","41.35","42.55","41.35","42.30","+1.05","124"
"6605","帝寶","160,793","10,977,459","68.70","69.10","68.00","68.30","-0.20","130"
"6625","必應","10,000","515,200","51.40","51.70","51.30","51.60","-0.20","9"
"6641","基士德-KY","37,627","2,389,828","63.90","63.90","63.40","63.50","+0.30","31"
"6655","科定","49,000","2,617,000","53.50","53.70","52.50","52.60","-0.70","29"
"6666","羅麗芬-KY","64,100","11,613,350","182.50","182.50","180.50","182.00","+2.00","40"
"6668","中揚光","144,150","8,370,529","61.90","61.90","55.20","60.00","-0.50","129"
"6669","緯穎","2,287,477","803,704,835","354.50","355.00","342.50","355.00","+30.50","1,938"
"6670","復盛應用","456,300","79,306,500","176.00","176.50","172.00","173.50","-1.00","369"
"6671","三能-KY","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"6672","騰輝電子-KY","158,000","11,512,600","73.10","73.20","72.50","72.70","+0.90","134"
"6674","鋐寶科技","10,000","298,200","30.35","30.35","29.70","29.75","+0.10","9"
"8011","台通","147,253","2,349,651","16.10","16.15","15.80","15.95","-0.05","96"
"8016","矽創","4,349,507","588,620,207","134.00","138.50","131.00","138.00","+7.00","2,995"
"8021","尖點","165,157","3,144,883","19.15","19.15","19.00","19.05","+0.15","120"
"8028","昇陽半導體","686,866","30,500,877","44.40","44.60","44.05","44.55","+0.95","450"
"8033","雷虎","554,588","6,096,405","11.00","11.15","10.90","10.95","+0.10","233"
"8039","台虹","989,399","37,583,509","37.60","38.40","37.50","38.15","+0.75","602"
"8046","南電","9,952,838","331,413,478","32.30","34.20","32.00","34.10","+2.55","5,083"
"8070","長華","90,483","13,499,916","148.50","150.50","148.50","150.00","+1.50","76"
"8072","陞泰","15,684","325,024","20.60","20.80","20.60","20.80","+0.25","12"
"8081","致新","864,152","75,854,965","86.10","88.80","86.10","88.50","+2.80","747"
"8101","華冠","281,142","802,265","2.90","2.92","2.84","2.84","-0.04","81"
"8103","瀚荃","34,503","830,171","24.00","24.40","24.00","24.40","+0.40","28"
"8104","錸寶","142,520","9,511,940","67.30","67.30","66.50","67.00","-0.30","115"
"8105","凌巨","815,682","8,551,975","10.40","10.65","10.40","10.45","+0.10","338"
"8110","華東","491,600","4,592,377","9.36","9.41","9.31","9.34","-0.01","280"
"8112","至上","5,222,226","156,772,378","30.45","30.45","29.65","30.20","-1.10","2,943"
"8114","振樺電","34,324","3,579,520","104.50","104.50","104.00","104.00"," 0.00","38"
"8131","福懋科","218,495","7,444,575","34.00","34.35","34.00","34.05","-0.20","161"
"8150","南茂","3,215,816","75,984,068","23.70","23.90","23.40","23.65","+0.30","1,677"
"8163","達方","987,975","41,860,629","42.10","42.70","41.90","42.60","+0.85","751"
"8201","無敵","13,050","160,064","12.25","12.35","12.20","12.35","+0.10","13"
"8210","勤誠","661,176","41,951,110","62.10","64.20","62.10","63.70","+2.00","545"
"8213","志超","2,045,432","73,865,316","35.80","36.55","35.70","36.50","+1.05","1,260"
"8215","明基材","1,319,502","31,336,400","23.85","23.90","23.50","23.85","+0.45","758"
"8222","寶一","1,563,732","34,941,347","22.40","22.85","21.85","22.20","+0.40","924"
"8249","菱光","26,101","568,337","21.65","21.85","21.60","21.85","+0.25","30"
"8261","富鼎","486,631","12,263,975","24.95","25.50","24.95","25.15","+0.75","382"
"8271","宇瞻","76,764","2,463,646","32.05","32.15","32.05","32.15"," 0.00","77"
"8341","日友","274,334","73,996,680","274.50","274.50","266.50","269.00","+1.50","268"
"8367","建新國際","12,000","265,250","22.00","22.35","22.00","22.35","+0.35","8"
"8374","羅昇","36,600","707,740","19.35","19.50","19.30","19.30","+0.05","20"
"8404","百和興業-KY","372,900","17,825,427","47.80","48.00","47.40","48.00","+0.20","134"
"8411","福貞-KY","30,230","458,972","15.00","15.35","15.00","15.10","+0.10","21"
"8422","可寧衛","110,275","18,623,975","169.00","169.50","168.50","168.50","-0.50","135"
"8427","基勝-KY","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"8429","金麗-KY","103,650","1,548,400","14.95","15.00","14.90","15.00","+0.10","70"
"8442","威宏-KY","80,000","4,728,500","59.50","59.60","58.50","58.80","-0.70","29"
"8443","阿瘦","8,002","95,224","11.90","11.95","11.85","11.95","+0.05","9"
"8454","富邦媒","35,010","8,516,950","242.50","244.00","242.00","243.50","+1.00","33"
"8462","柏文","51,355","12,678,652","249.50","249.50","246.00","247.50","+1.50","61"
"8463","潤泰材","33,000","827,500","25.15","25.20","25.00","25.10"," 0.00","29"
"8464","億豐","1,037,056","221,716,456","218.00","219.00","211.00","212.50","-7.00","787"
"8466","美吉吉-KY","53,274","3,716,525","70.00","70.10","69.20","69.90","+0.80","40"
"8467","波力-KY","6,000","253,250","43.00","43.00","42.00","42.10","+0.10","6"
"8473","山林水","297,492","15,301,872","52.70","52.70","50.10","52.00","-0.70","266"
"8478","東哥遊艇","28,000","1,150,000","40.90","41.35","40.65","40.70","+0.10","24"
"8480","泰昇-KY","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"8481","政伸","4,000","240,600","60.10","60.20","60.10","60.10","-0.90","4"
"8482","商億-KY","129,000","17,587,000","138.00","138.00","133.00","137.00","-0.50","67"
"8488","吉源-KY","12,000","186,300","15.40","15.80","15.30","15.80"," 0.00","10"
"8497","格威傳媒","7,000","341,600","48.70","49.00","48.70","49.00"," 0.00","7"
"8499","鼎炫-KY","57,000","5,456,000","96.50","96.90","95.00","95.00","+0.30","54"
"8926","台汽電","914,793","24,804,333","27.10","27.25","27.00","27.05","-0.05","468"
"8940","新天地","21,200","260,970","12.40","12.40","12.25","12.30","-0.05","9"
"8996","高力","74,014","3,060,432","41.50","41.85","40.90","41.65","+0.15","54"
"9103","美德醫療-DR","66,000","67,960","1.03","1.03","1.02","1.03"," 0.00","6"
"910322","康師傅-DR","19,000","476,550","23.80","25.65","23.80","25.60","+1.00","7"
"910482","聖馬丁-DR","778","217","0.00","0.00","0.00","0.00"," 0.00","2"
"9105","泰金寶-DR","1,627,602","3,836,385","2.37","2.37","2.35","2.36","-0.01","194"
"910861","神州-DR","20,000","160,980","7.98","8.20","7.98","8.20","+0.30","9"
"9110","越南控-DR","15,011","26,579","1.78","1.81","1.73","1.81","+0.01","9"
"911608","明輝-DR","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"911616","杜康-DR","22,000","17,570","0.79","0.80","0.79","0.80"," 0.00","9"
"911619","耀傑-DR","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"911622","泰聚亨-DR","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"911868","同方友友-DR","4,000","4,640","1.17","1.17","1.15","1.17","+0.01","3"
"912000","晨訊科-DR","32,000","83,790","2.62","2.69","2.58","2.58","-0.01","24"
"912398","友佳-DR","22,000","99,030","4.51","4.51","4.50","4.50"," 0.00","6"
"9136","巨騰-DR","49,000","377,690","7.69","7.75","7.68","7.73","+0.10","22"
"9157","陽光能源-DR","29,000","16,460","0.64","0.64","0.56","0.63","X0.00","7"
"9188","精熙-DR","41,000","198,440","4.84","4.84","4.84","4.84","X0.00","4"
"9802","鈺齊-KY","664,630","46,712,453","70.30","70.90","69.70","70.90","+0.40","456"
"9902","台火","125,600","1,257,704","10.00","10.10","9.97","10.05","-0.05","71"
"9904","寶成","5,766,221","215,779,710","37.35","37.60","37.25","37.50","+0.30","2,589"
"9905","大華","44,452","1,102,609","24.90","24.90","24.70","24.70"," 0.00","41"
"9906","欣巴巴","24,036","290,783","12.15","12.20","12.00","12.05","-0.15","19"
"9907","統一實","536,853","6,664,574","12.50","12.50","12.40","12.45"," 0.00","330"
"9908","大台北","87,170","2,534,584","29.10","29.15","29.05","29.05","-0.05","68"
"9910","豐泰","1,224,776","299,835,620","246.00","249.00","241.00","244.50","+1.00","1,065"
"9911","櫻花","539,693","23,757,060","43.60","44.50","43.00","44.40","+1.30","358"
"9912","偉聯","36,013","329,887","9.20","9.21","9.08","9.09","+0.04","36"
"9914","美利達","833,973","146,086,258","173.50","177.00","172.50","176.50","+3.00","654"
"9917","中保","149,650","13,234,550","87.30","89.40","87.30","88.50"," 0.00","155"
"9918","欣天然","31","1,037","0.00","0.00","0.00","0.00"," 0.00","3"
"9919","康那香","36,408","390,162","10.70","10.75","10.65","10.65","-0.05","24"
"9921","巨大","1,332,890","305,561,360","227.00","230.50","224.00","230.00","+4.50","626"
"9924","福興","1,991,276","91,743,215","44.50","47.80","44.20","45.05","+0.95","1,346"
"9925","新保","48,120","1,834,089","38.10","38.15","38.05","38.15"," 0.00","48"
"9926","新海","10,000","405,150","40.50","40.55","40.50","40.55","+0.05","8"
"9927","泰銘","42,560","1,318,502","30.90","31.10","30.90","31.00","+0.15","44"
"9928","中視","2,023","9,909","4.90","4.90","4.90","4.90","-0.03","3"
"9929","秋雨","43,002","748,784","17.50","17.75","17.10","17.50","-0.10","18"
"9930","中聯資源","85,921","4,480,550","52.20","52.30","52.00","52.00","-0.20","68"
"9931","欣高","7,000","229,950","32.85","32.85","32.85","32.85","+0.15","6"
"9933","中鼎","1,174,593","54,019,936","46.30","46.35","45.80","45.90"," 0.00","621"
"9934","成霖","556,261","10,083,233","18.10","18.20","18.05","18.15","+0.10","231"
"9935","慶豐富","337,136","8,176,247","24.15","24.40","24.15","24.25","+0.15","151"
"9937","全國","25,491","1,089,489","43.40","43.40","42.65","42.65","-0.10","20"
"9938","百和","1,722,987","129,841,715","75.50","76.40","74.70","75.70","+2.20","1,028"
"9939","宏全","305,768","15,819,627","51.90","51.90","51.60","51.90","+0.10","204"
"9940","信義","275,513","9,079,591","33.05","33.20","32.80","33.00","-0.05","162"
"9941","裕融","419,369","46,586,828","111.50","112.00","110.50","111.50","+0.50","289"
"9941A","裕融甲特","29,174","1,558,390","53.40","53.60","53.40","53.60"," 0.00","17"
"9942","茂順","78,350","5,630,450","72.30","72.30","71.60","71.80","-0.20","62"
"9943","好樂迪","281,300","18,674,039","66.40","66.40","66.30","66.40"," 0.00","144"
"9944","新麗","332,120","6,095,084","18.35","18.65","18.15","18.15","-0.20","132"
"9945","潤泰新","1,331,931","55,071,551","41.05","41.55","41.05","41.30","+0.60","818"
"9946","三發地產","1,681,125","35,065,697","20.90","21.00","20.80","20.85","+0.25","640"
"9955","佳龍","3,578,460","60,731,118","16.50","17.50","16.25","16.25","-0.45","1,652"
"9958","世紀鋼","4,252,430","297,196,438","70.10","70.70","69.10","70.10","+1.40","2,684"
